0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8	0	0	7.64	0	0	6.4	0	0	0	0	0	0	0	0	0
0.8	0	0	0	383.65	0	0	0	0	0	0	0	0	0	0	0
0	0	6.41	0	0	0	0	1.44	0	0	0	0	0	0	0	0
0	0	0	0	0	0	70.65	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	380.61	70.61	70.61	0	0	0	0	0
0	0	0	77.05	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	38.72	0	0	1.97
0	0	0	0	0	0	0	0	0	0	0	0	338.48	0	0	1.97
0	0	0	0	0	0	0	0	0	0	269.24	0	0	0	0	0
0	282.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755.84
0	0	0	0	0	0	0	0	0	0	0	0	0	0	338.48	203.63
0	0	0	0	0	0	0	0	1168.73	0	0	0	0	0	0	725.05
0	338.48	0	0	0	0	0	0	0	0	0	0	203.63	0	0	0
0	0	0	0	0	0	0	0	0	0	0	380.16	0	380.16	0	0
